"X.1","X","Platform","AlbumNo","Album","Song","Streams"
25782,"Kelly Clarkson","Spotify",6,"Wrapped_In_Red","Track11",26913868
25783,"Kelly Clarkson","Spotify",6,"Wrapped_In_Red","Track12",3911391
25784,"Kelly Clarkson","Spotify",6,"Wrapped_In_Red","Track13",3121543
25785,"Kelly Clarkson","Spotify",6,"Wrapped_In_Red","Track14",6738073
25786,"Kelly Clarkson","Spotify",6,"Wrapped_In_Red","Track15",2776125
25787,"Kelly Clarkson","Spotify",6,"Wrapped_In_Red","Track16",887777
25788,"Kelly Clarkson","Last.fm",6,"Wrapped_In_Red","Track1",192229
25789,"Kelly Clarkson","Last.fm",6,"Wrapped_In_Red","Track2",1055361
25790,"Kelly Clarkson","Last.fm",6,"Wrapped_In_Red","Track3",86626
25791,"Kelly Clarkson","Last.fm",6,"Wrapped_In_Red","Track4",111090
25792,"Kelly Clarkson","Last.fm",6,"Wrapped_In_Red","Track5",102464
25793,"Kelly Clarkson","Last.fm",6,"Wrapped_In_Red","Track6",75537
25794,"Kelly Clarkson","Last.fm",6,"Wrapped_In_Red","Track7",63234
25795,"Kelly Clarkson","Last.fm",6,"Wrapped_In_Red","Track8",6104
25796,"Kelly Clarkson","Last.fm",6,"Wrapped_In_Red","Track9",92121
25797,"Kelly Clarkson","Last.fm",6,"Wrapped_In_Red","Track10",73296
25798,"Kelly Clarkson","Last.fm",6,"Wrapped_In_Red","Track11",156818
25799,"Kelly Clarkson","Last.fm",6,"Wrapped_In_Red","Track12",62571
25800,"Kelly Clarkson","Last.fm",6,"Wrapped_In_Red","Track13",57808
25801,"Kelly Clarkson","Last.fm",6,"Wrapped_In_Red","Track14",NA
25802,"Kelly Clarkson","Last.fm",6,"Wrapped_In_Red","Track15",65907
25803,"Kelly Clarkson","Last.fm",6,"Wrapped_In_Red","Track16",28445
25804,"Kelly Clarkson","Genius",6,"Wrapped_in_Red","Track1",7476
25805,"Kelly Clarkson","Genius",6,"Wrapped_in_Red","Track2",111463
25806,"Kelly Clarkson","Genius",6,"Wrapped_in_Red","Track3",NA
25807,"Kelly Clarkson","Genius",6,"Wrapped_in_Red","Track4",NA
25808,"Kelly Clarkson","Genius",6,"Wrapped_in_Red","Track5",NA
25809,"Kelly Clarkson","Genius",6,"Wrapped_in_Red","Track6",NA
25810,"Kelly Clarkson","Genius",6,"Wrapped_in_Red","Track7",NA
25811,"Kelly Clarkson","Genius",6,"Wrapped_in_Red","Track8",NA
25812,"Kelly Clarkson","Genius",6,"Wrapped_in_Red","Track9",NA
25813,"Kelly Clarkson","Genius",6,"Wrapped_in_Red","Track10",NA
25814,"Kelly Clarkson","Genius",6,"Wrapped_in_Red","Track11",NA
25815,"Kelly Clarkson","Genius",6,"Wrapped_in_Red","Track12",NA
25816,"Kelly Clarkson","Genius",6,"Wrapped_in_Red","Track13",NA
25817,"Kelly Clarkson","Genius",6,"Wrapped_in_Red","Track14",NA
25818,"Kelly Clarkson","Genius",6,"Wrapped_in_Red","Track15",NA
25819,"Kelly Clarkson","Genius",6,"Wrapped_in_Red","Track16",NA
25820,"Kelly Clarkson","YouTube",6,"Wrapped_In_Red","Track1",3291127
25821,"Kelly Clarkson","YouTube",6,"Wrapped_In_Red","Track2",3129047
25822,"Kelly Clarkson","YouTube",6,"Wrapped_In_Red","Track3",441031
25823,"Kelly Clarkson","YouTube",6,"Wrapped_In_Red","Track4",685031
25824,"Kelly Clarkson","YouTube",6,"Wrapped_In_Red","Track5",489096
25825,"Kelly Clarkson","YouTube",6,"Wrapped_In_Red","Track6",269499
25826,"Kelly Clarkson","YouTube",6,"Wrapped_In_Red","Track7",178163
25827,"Kelly Clarkson","YouTube",6,"Wrapped_In_Red","Track8",167731
25828,"Kelly Clarkson","YouTube",6,"Wrapped_In_Red","Track9",260904
25829,"Kelly Clarkson","YouTube",6,"Wrapped_In_Red","Track10",3844276
25830,"Kelly Clarkson","YouTube",6,"Wrapped_In_Red","Track11",574094
25831,"Kelly Clarkson","YouTube",6,"Wrapped_In_Red","Track12",184274
25832,"Kelly Clarkson","YouTube",6,"Wrapped_In_Red","Track13",133590
25833,"Kelly Clarkson","YouTube",6,"Wrapped_In_Red","Track14",109767
25834,"Kelly Clarkson","YouTube",6,"Wrapped_In_Red","Track15",1003016
25835,"Kelly Clarkson","YouTube",6,"Wrapped_In_Red","Track16",20182
25836,"Kelly Clarkson","Deezer",7,"Piece_By_Piece_(Deluxe_Version)","Track1",4.05
25837,"Kelly Clarkson","Deezer",7,"Piece_By_Piece_(Deluxe_Version)","Track2",3.46
25838,"Kelly Clarkson","Deezer",7,"Piece_By_Piece_(Deluxe_Version)","Track3",2.23
25839,"Kelly Clarkson","Deezer",7,"Piece_By_Piece_(Deluxe_Version)","Track4",1.54
25840,"Kelly Clarkson","Deezer",7,"Piece_By_Piece_(Deluxe_Version)","Track5",5.05
25841,"Kelly Clarkson","Deezer",7,"Piece_By_Piece_(Deluxe_Version)","Track6",2.06
25842,"Kelly Clarkson","Deezer",7,"Piece_By_Piece_(Deluxe_Version)","Track7",1.65
25843,"Kelly Clarkson","Deezer",7,"Piece_By_Piece_(Deluxe_Version)","Track8",2.36
25844,"Kelly Clarkson","Deezer",7,"Piece_By_Piece_(Deluxe_Version)","Track9",1.6
25845,"Kelly Clarkson","Deezer",7,"Piece_By_Piece_(Deluxe_Version)","Track10",2.35
25846,"Kelly Clarkson","Deezer",7,"Piece_By_Piece_(Deluxe_Version)","Track11",1.47
25847,"Kelly Clarkson","Deezer",7,"Piece_By_Piece_(Deluxe_Version)","Track12",1.64
25848,"Kelly Clarkson","Deezer",7,"Piece_By_Piece_(Deluxe_Version)","Track13",1.39
25849,"Kelly Clarkson","Deezer",7,"Piece_By_Piece_(Deluxe_Version)","Track14",2.97
25850,"Kelly Clarkson","Deezer",7,"Piece_By_Piece_(Deluxe_Version)","Track15",1.37
25851,"Kelly Clarkson","Deezer",7,"Piece_By_Piece_(Deluxe_Version)","Track16",1.46
25852,"Kelly Clarkson","Deezer",7,"Piece_By_Piece_(Deluxe_Version)","Track17",1.16
25853,"Kelly Clarkson","Spotify",7,"Piece_By_Piece_(Deluxe_Version)","Track1",202177491
25854,"Kelly Clarkson","Spotify",7,"Piece_By_Piece_(Deluxe_Version)","Track2",19219607
25855,"Kelly Clarkson","Spotify",7,"Piece_By_Piece_(Deluxe_Version)","Track3",5697527
25856,"Kelly Clarkson","Spotify",7,"Piece_By_Piece_(Deluxe_Version)","Track4",3558589
25857,"Kelly Clarkson","Spotify",7,"Piece_By_Piece_(Deluxe_Version)","Track5",63387463
25858,"Kelly Clarkson","Spotify",7,"Piece_By_Piece_(Deluxe_Version)","Track6",19912800
25859,"Kelly Clarkson","Spotify",7,"Piece_By_Piece_(Deluxe_Version)","Track7",3170841
25860,"Kelly Clarkson","Spotify",7,"Piece_By_Piece_(Deluxe_Version)","Track8",3879584
25861,"Kelly Clarkson","Spotify",7,"Piece_By_Piece_(Deluxe_Version)","Track9",3349427
25862,"Kelly Clarkson","Spotify",7,"Piece_By_Piece_(Deluxe_Version)","Track10",4447153
25863,"Kelly Clarkson","Spotify",7,"Piece_By_Piece_(Deluxe_Version)","Track11",3042278
25864,"Kelly Clarkson","Spotify",7,"Piece_By_Piece_(Deluxe_Version)","Track12",2865445
25865,"Kelly Clarkson","Spotify",7,"Piece_By_Piece_(Deluxe_Version)","Track13",3068357
25866,"Kelly Clarkson","Spotify",7,"Piece_By_Piece_(Deluxe_Version)","Track14",72685338
25867,"Kelly Clarkson","Spotify",7,"Piece_By_Piece_(Deluxe_Version)","Track15",3353497
25868,"Kelly Clarkson","Spotify",7,"Piece_By_Piece_(Deluxe_Version)","Track16",2675204
25869,"Kelly Clarkson","Spotify",7,"Piece_By_Piece_(Deluxe_Version)","Track17",2916517
25870,"Kelly Clarkson","Last.fm",7,"Piece_By_Piece_(Deluxe_Version)","Track1",1114607
25871,"Kelly Clarkson","Last.fm",7,"Piece_By_Piece_(Deluxe_Version)","Track2",269339
25872,"Kelly Clarkson","Last.fm",7,"Piece_By_Piece_(Deluxe_Version)","Track3",131682
25873,"Kelly Clarkson","Last.fm",7,"Piece_By_Piece_(Deluxe_Version)","Track4",126695
25874,"Kelly Clarkson","Last.fm",7,"Piece_By_Piece_(Deluxe_Version)","Track5",364918
25875,"Kelly Clarkson","Last.fm",7,"Piece_By_Piece_(Deluxe_Version)","Track6",69828
25876,"Kelly Clarkson","Last.fm",7,"Piece_By_Piece_(Deluxe_Version)","Track7",114281
25877,"Kelly Clarkson","Last.fm",7,"Piece_By_Piece_(Deluxe_Version)","Track8",112072
25878,"Kelly Clarkson","Last.fm",7,"Piece_By_Piece_(Deluxe_Version)","Track9",86668
25879,"Kelly Clarkson","Last.fm",7,"Piece_By_Piece_(Deluxe_Version)","Track10",123579
25880,"Kelly Clarkson","Last.fm",7,"Piece_By_Piece_(Deluxe_Version)","Track11",97187
25881,"Kelly Clarkson","Last.fm",7,"Piece_By_Piece_(Deluxe_Version)","Track12",109084
25882,"Kelly Clarkson","Last.fm",7,"Piece_By_Piece_(Deluxe_Version)","Track13",114305
25883,"Kelly Clarkson","Last.fm",7,"Piece_By_Piece_(Deluxe_Version)","Track14",168962
25884,"Kelly Clarkson","Last.fm",7,"Piece_By_Piece_(Deluxe_Version)","Track15",84504
25885,"Kelly Clarkson","Last.fm",7,"Piece_By_Piece_(Deluxe_Version)","Track16",91198
25886,"Kelly Clarkson","Last.fm",7,"Piece_By_Piece_(Deluxe_Version)","Track17",84093
25887,"Kelly Clarkson","Genius",7,"Piece_by_Piece","Track1",33817
25888,"Kelly Clarkson","Genius",7,"Piece_by_Piece","Track2",18307
25889,"Kelly Clarkson","Genius",7,"Piece_by_Piece","Track3",NA
25890,"Kelly Clarkson","Genius",7,"Piece_by_Piece","Track4",NA
25891,"Kelly Clarkson","Genius",7,"Piece_by_Piece","Track5",232961
25892,"Kelly Clarkson","Genius",7,"Piece_by_Piece","Track6",8505
25893,"Kelly Clarkson","Genius",7,"Piece_by_Piece","Track7",NA
25894,"Kelly Clarkson","Genius",7,"Piece_by_Piece","Track8",NA
25895,"Kelly Clarkson","Genius",7,"Piece_by_Piece","Track9",NA
25896,"Kelly Clarkson","Genius",7,"Piece_by_Piece","Track10",NA
25897,"Kelly Clarkson","Genius",7,"Piece_by_Piece","Track11",NA
25898,"Kelly Clarkson","Genius",7,"Piece_by_Piece","Track12",NA
25899,"Kelly Clarkson","Genius",7,"Piece_by_Piece","Track13",NA
25900,"Kelly Clarkson","YouTube",7,"Piece_By_Piece_(Deluxe_Version)","Track1",81803670
25901,"Kelly Clarkson","YouTube",7,"Piece_By_Piece_(Deluxe_Version)","Track2",15455340
25902,"Kelly Clarkson","YouTube",7,"Piece_By_Piece_(Deluxe_Version)","Track3",1167989
25903,"Kelly Clarkson","YouTube",7,"Piece_By_Piece_(Deluxe_Version)","Track4",719635
25904,"Kelly Clarkson","YouTube",7,"Piece_By_Piece_(Deluxe_Version)","Track5",1791646
25905,"Kelly Clarkson","YouTube",7,"Piece_By_Piece_(Deluxe_Version)","Track6",2731069
25906,"Kelly Clarkson","YouTube",7,"Piece_By_Piece_(Deluxe_Version)","Track7",262081
25907,"Kelly Clarkson","YouTube",7,"Piece_By_Piece_(Deluxe_Version)","Track8",275827
25908,"Kelly Clarkson","YouTube",7,"Piece_By_Piece_(Deluxe_Version)","Track9",189176
25909,"Kelly Clarkson","YouTube",7,"Piece_By_Piece_(Deluxe_Version)","Track10",330006
25910,"Kelly Clarkson","YouTube",7,"Piece_By_Piece_(Deluxe_Version)","Track11",189593
25911,"Kelly Clarkson","YouTube",7,"Piece_By_Piece_(Deluxe_Version)","Track12",208061
25912,"Kelly Clarkson","YouTube",7,"Piece_By_Piece_(Deluxe_Version)","Track13",230070
25913,"Kelly Clarkson","YouTube",7,"Piece_By_Piece_(Deluxe_Version)","Track14",180033
25914,"Kelly Clarkson","YouTube",7,"Piece_By_Piece_(Deluxe_Version)","Track15",167497
25915,"Kelly Clarkson","YouTube",7,"Piece_By_Piece_(Deluxe_Version)","Track16",170408
25916,"Kelly Clarkson","Deezer",8,"Meaning_of_Life","Track1",1.78
25917,"Kelly Clarkson","Deezer",8,"Meaning_of_Life","Track2",3.54
25918,"Kelly Clarkson","Deezer",8,"Meaning_of_Life","Track3",3.88
25919,"Kelly Clarkson","Deezer",8,"Meaning_of_Life","Track4",3.15
25920,"Kelly Clarkson","Deezer",8,"Meaning_of_Life","Track5",3.02
25921,"Kelly Clarkson","Deezer",8,"Meaning_of_Life","Track6",3.99
25922,"Kelly Clarkson","Deezer",8,"Meaning_of_Life","Track7",3.02
25923,"Kelly Clarkson","Deezer",8,"Meaning_of_Life","Track8",2.61
25924,"Kelly Clarkson","Deezer",8,"Meaning_of_Life","Track9",2.85
25925,"Kelly Clarkson","Deezer",8,"Meaning_of_Life","Track10",2.47
25926,"Kelly Clarkson","Deezer",8,"Meaning_of_Life","Track11",4.2
25927,"Kelly Clarkson","Deezer",8,"Meaning_of_Life","Track12",3.01
25928,"Kelly Clarkson","Deezer",8,"Meaning_of_Life","Track13",2.82
25929,"Kelly Clarkson","Deezer",8,"Meaning_of_Life","Track14",2.35
25930,"Kelly Clarkson","Spotify",8,"Meaning_of_Life","Track1",3791186
25931,"Kelly Clarkson","Spotify",8,"Meaning_of_Life","Track2",72067541
25932,"Kelly Clarkson","Spotify",8,"Meaning_of_Life","Track3",20169684
25933,"Kelly Clarkson","Spotify",8,"Meaning_of_Life","Track4",12456966
25934,"Kelly Clarkson","Spotify",8,"Meaning_of_Life","Track5",8722324
25935,"Kelly Clarkson","Spotify",8,"Meaning_of_Life","Track6",14909299
25936,"Kelly Clarkson","Spotify",8,"Meaning_of_Life","Track7",7562649
25937,"Kelly Clarkson","Spotify",8,"Meaning_of_Life","Track8",5396273
25938,"Kelly Clarkson","Spotify",8,"Meaning_of_Life","Track9",5835971
25939,"Kelly Clarkson","Spotify",8,"Meaning_of_Life","Track10",5830209
25940,"Kelly Clarkson","Spotify",8,"Meaning_of_Life","Track11",23835890
25941,"Kelly Clarkson","Spotify",8,"Meaning_of_Life","Track12",6385169
25942,"Kelly Clarkson","Spotify",8,"Meaning_of_Life","Track13",5142140
25943,"Kelly Clarkson","Spotify",8,"Meaning_of_Life","Track14",5452181
25944,"Kelly Clarkson","Last.fm",8,"Meaning_of_Life","Track1",100945
25945,"Kelly Clarkson","Last.fm",8,"Meaning_of_Life","Track2",593287
25946,"Kelly Clarkson","Last.fm",8,"Meaning_of_Life","Track3",194179
25947,"Kelly Clarkson","Last.fm",8,"Meaning_of_Life","Track4",210444
25948,"Kelly Clarkson","Last.fm",8,"Meaning_of_Life","Track5",199636
25949,"Kelly Clarkson","Last.fm",8,"Meaning_of_Life","Track6",175484
25950,"Kelly Clarkson","Last.fm",8,"Meaning_of_Life","Track7",153810
25951,"Kelly Clarkson","Last.fm",8,"Meaning_of_Life","Track8",96346
25952,"Kelly Clarkson","Last.fm",8,"Meaning_of_Life","Track9",98855
25953,"Kelly Clarkson","Last.fm",8,"Meaning_of_Life","Track10",115902
25954,"Kelly Clarkson","Last.fm",8,"Meaning_of_Life","Track11",212152
25955,"Kelly Clarkson","Last.fm",8,"Meaning_of_Life","Track12",102412
25956,"Kelly Clarkson","Last.fm",8,"Meaning_of_Life","Track13",87157
25957,"Kelly Clarkson","Last.fm",8,"Meaning_of_Life","Track14",104517
25958,"Kelly Clarkson","Genius",8,"Meaning_of_Life","Track1",NA
25959,"Kelly Clarkson","Genius",8,"Meaning_of_Life","Track2",70971
25960,"Kelly Clarkson","Genius",8,"Meaning_of_Life","Track3",23525
25961,"Kelly Clarkson","Genius",8,"Meaning_of_Life","Track4",36086
25962,"Kelly Clarkson","Genius",8,"Meaning_of_Life","Track5",16649
25963,"Kelly Clarkson","Genius",8,"Meaning_of_Life","Track6",31485
25964,"Kelly Clarkson","Genius",8,"Meaning_of_Life","Track7",42279
25965,"Kelly Clarkson","Genius",8,"Meaning_of_Life","Track8",11483
25966,"Kelly Clarkson","Genius",8,"Meaning_of_Life","Track9",14422
25967,"Kelly Clarkson","Genius",8,"Meaning_of_Life","Track10",10786
25968,"Kelly Clarkson","Genius",8,"Meaning_of_Life","Track11",58722
25969,"Kelly Clarkson","Genius",8,"Meaning_of_Life","Track12",12832
25970,"Kelly Clarkson","Genius",8,"Meaning_of_Life","Track13",7131
25971,"Kelly Clarkson","Genius",8,"Meaning_of_Life","Track14",8657
25972,"Kelly Clarkson","YouTube",8,"Meaning_of_Life","Track1",760268
25973,"Kelly Clarkson","YouTube",8,"Meaning_of_Life","Track2",24912120
25974,"Kelly Clarkson","YouTube",8,"Meaning_of_Life","Track3",3089291
25975,"Kelly Clarkson","YouTube",8,"Meaning_of_Life","Track4",4938307
25976,"Kelly Clarkson","YouTube",8,"Meaning_of_Life","Track5",4937008
25977,"Kelly Clarkson","YouTube",8,"Meaning_of_Life","Track6",2303190
25978,"Kelly Clarkson","YouTube",8,"Meaning_of_Life","Track7",1518541
25979,"Kelly Clarkson","YouTube",8,"Meaning_of_Life","Track8",640626
25980,"Kelly Clarkson","YouTube",8,"Meaning_of_Life","Track9",978614
25981,"Kelly Clarkson","YouTube",8,"Meaning_of_Life","Track10",1017047
25982,"Kelly Clarkson","YouTube",8,"Meaning_of_Life","Track11",12191257
25983,"Kelly Clarkson","YouTube",8,"Meaning_of_Life","Track12",811404
25984,"Kelly Clarkson","YouTube",8,"Meaning_of_Life","Track13",551052
25985,"Kelly Clarkson","YouTube",8,"Meaning_of_Life","Track14",737851
25986,"Kendrick Lamar","Deezer",1,"Kendrick_Lamar_(EP)","Track1",NA
25987,"Kendrick Lamar","Spotify",1,"Kendrick_Lamar_(EP)","Track1",NA
25988,"Kendrick Lamar","Last.fm",1,"Kendrick_Lamar_(EP)","Track1",NA
25989,"Kendrick Lamar","Genius",1,"Kendrick_Lamar_EP","Track1",81917
25990,"Kendrick Lamar","Genius",1,"Kendrick_Lamar_EP","Track2",55158
25991,"Kendrick Lamar","Genius",1,"Kendrick_Lamar_EP","Track3",137387
25992,"Kendrick Lamar","Genius",1,"Kendrick_Lamar_EP","Track4",149212
25993,"Kendrick Lamar","Genius",1,"Kendrick_Lamar_EP","Track5",55928
25994,"Kendrick Lamar","Genius",1,"Kendrick_Lamar_EP","Track6",65235
25995,"Kendrick Lamar","Genius",1,"Kendrick_Lamar_EP","Track7",61159
25996,"Kendrick Lamar","Genius",1,"Kendrick_Lamar_EP","Track8",21010
25997,"Kendrick Lamar","Genius",1,"Kendrick_Lamar_EP","Track9",189412
25998,"Kendrick Lamar","Genius",1,"Kendrick_Lamar_EP","Track10",22345
25999,"Kendrick Lamar","Genius",1,"Kendrick_Lamar_EP","Track11",76131
26000,"Kendrick Lamar","Genius",1,"Kendrick_Lamar_EP","Track12",32232
26001,"Kendrick Lamar","Genius",1,"Kendrick_Lamar_EP","Track13",30771
26002,"Kendrick Lamar","Genius",1,"Kendrick_Lamar_EP","Track14",83340
26003,"Kendrick Lamar","Genius",1,"Kendrick_Lamar_EP","Track15",48136
26004,"Kendrick Lamar","Genius",1,"Kendrick_Lamar_EP","Track16",36371
26005,"Kendrick Lamar","Genius",1,"Kendrick_Lamar_EP","Track17",45442
26006,"Kendrick Lamar","YouTube",1,"Kendrick_Lamar_(EP)","Track1",NA
26007,"Kendrick Lamar","Deezer",2,"C4","Track1",NA
26008,"Kendrick Lamar","Spotify",2,"C4","Track1",NA
26009,"Kendrick Lamar","Last.fm",2,"C4","Track1",NA
26010,"Kendrick Lamar","Genius",2,"C4","Track1",5036
26011,"Kendrick Lamar","Genius",2,"C4","Track2",82070
26012,"Kendrick Lamar","Genius",2,"C4","Track3",31181
26013,"Kendrick Lamar","Genius",2,"C4","Track4",58959
26014,"Kendrick Lamar","Genius",2,"C4","Track5",29150
26015,"Kendrick Lamar","Genius",2,"C4","Track6",41308
26016,"Kendrick Lamar","Genius",2,"C4","Track7",44338
26017,"Kendrick Lamar","Genius",2,"C4","Track8",29671
26018,"Kendrick Lamar","Genius",2,"C4","Track9",13011
26019,"Kendrick Lamar","Genius",2,"C4","Track10",11159
26020,"Kendrick Lamar","Genius",2,"C4","Track11",22076
26021,"Kendrick Lamar","Genius",2,"C4","Track12",13575
26022,"Kendrick Lamar","Genius",2,"C4","Track13",NA
26023,"Kendrick Lamar","Genius",2,"C4","Track14",20485
26024,"Kendrick Lamar","Genius",2,"C4","Track15",14316
26025,"Kendrick Lamar","Genius",2,"C4","Track16",7772
26026,"Kendrick Lamar","Genius",2,"C4","Track17",21163
26027,"Kendrick Lamar","Genius",2,"C4","Track18",31076
26028,"Kendrick Lamar","YouTube",2,"C4","Track1",NA
26029,"Kendrick Lamar","Deezer",3,"Overly_Dedicated","Track1",2.85
26030,"Kendrick Lamar","Deezer",3,"Overly_Dedicated","Track2",3.41
26031,"Kendrick Lamar","Deezer",3,"Overly_Dedicated","Track3",2.81
26032,"Kendrick Lamar","Deezer",3,"Overly_Dedicated","Track4",2.89
26033,"Kendrick Lamar","Deezer",3,"Overly_Dedicated","Track5",2.99
26034,"Kendrick Lamar","Deezer",3,"Overly_Dedicated","Track6",2.9
26035,"Kendrick Lamar","Deezer",3,"Overly_Dedicated","Track7",2.46
26036,"Kendrick Lamar","Deezer",3,"Overly_Dedicated","Track8",2.54
26037,"Kendrick Lamar","Deezer",3,"Overly_Dedicated","Track9",2.81
26038,"Kendrick Lamar","Deezer",3,"Overly_Dedicated","Track10",2.84
26039,"Kendrick Lamar","Deezer",3,"Overly_Dedicated","Track11",2.95
26040,"Kendrick Lamar","Deezer",3,"Overly_Dedicated","Track12",2.83
26041,"Kendrick Lamar","Spotify",3,"Overly_Dedicated","Track1",12939666
26042,"Kendrick Lamar","Spotify",3,"Overly_Dedicated","Track2",19320692
26043,"Kendrick Lamar","Spotify",3,"Overly_Dedicated","Track3",12956976
26044,"Kendrick Lamar","Spotify",3,"Overly_Dedicated","Track4",9451601
26045,"Kendrick Lamar","Spotify",3,"Overly_Dedicated","Track5",12267240
26046,"Kendrick Lamar","Spotify",3,"Overly_Dedicated","Track6",10634908
26047,"Kendrick Lamar","Spotify",3,"Overly_Dedicated","Track7",7019798
26048,"Kendrick Lamar","Spotify",3,"Overly_Dedicated","Track8",8635010
26049,"Kendrick Lamar","Spotify",3,"Overly_Dedicated","Track9",11167217
26050,"Kendrick Lamar","Spotify",3,"Overly_Dedicated","Track10",9168960
26051,"Kendrick Lamar","Spotify",3,"Overly_Dedicated","Track11",11214300
26052,"Kendrick Lamar","Spotify",3,"Overly_Dedicated","Track12",19332799
26053,"Kendrick Lamar","Last.fm",3,"Overly_Dedicated","Track1",184361
26054,"Kendrick Lamar","Last.fm",3,"Overly_Dedicated","Track2",472917
26055,"Kendrick Lamar","Last.fm",3,"Overly_Dedicated","Track3",26
26056,"Kendrick Lamar","Last.fm",3,"Overly_Dedicated","Track4",90018
26057,"Kendrick Lamar","Last.fm",3,"Overly_Dedicated","Track5",162943
26058,"Kendrick Lamar","Last.fm",3,"Overly_Dedicated","Track6",133129
26059,"Kendrick Lamar","Last.fm",3,"Overly_Dedicated","Track7",111139
26060,"Kendrick Lamar","Last.fm",3,"Overly_Dedicated","Track8",127196
26061,"Kendrick Lamar","Last.fm",3,"Overly_Dedicated","Track9",293251
26062,"Kendrick Lamar","Last.fm",3,"Overly_Dedicated","Track10",211606
26063,"Kendrick Lamar","Last.fm",3,"Overly_Dedicated","Track11",200454
26064,"Kendrick Lamar","Last.fm",3,"Overly_Dedicated","Track12",197943
26065,"Kendrick Lamar","Genius",3,"Overly_Dedicated","Track1",472535
26066,"Kendrick Lamar","Genius",3,"Overly_Dedicated","Track2",301648
26067,"Kendrick Lamar","Genius",3,"Overly_Dedicated","Track3",70505
26068,"Kendrick Lamar","Genius",3,"Overly_Dedicated","Track4",169251
